sent_id	sentence
730	Do you like it ?
731	Do you want buy these clothes ?
732	The online catalog has white sneakers , white t-shirt , black shoes , pink sweater , brown belt , brown pants and deep blue short .
733	But your size only - pants , belt , shirt and t-shirt .
734	Hi Jim !
735	I choose some clothes in online store for buying .
736	Do you need new Sneakers or boots ?
737	If yes , please tell which foot size you have ?
738	I can buy sneakers for 79USD and boots for 59USD. Please send answer as fast as you can .
739	Do you like this pink sweater ?
740	It 's 69 dollars .
741	Do you like broun pants ?
742	It 's 39.99 dollars .
743	Doo you like this belt ?
744	It 's 29 dollars .
745	May I to buy these clothes for you ?
746	The online cotolog has black bag and black belt .
747	They have blue shirt .
748	They have white sneakers and yellow socks .
749	They have red pants .
750	but do n't have blue jeans .
751	Do you want to buy these clothes ?
752	The online catalog has white sneakers and t-shirt , black shoes , pink sweater , brown belt and pants , blue shirt .
753	Sneakers is 79.90 dollars .
754	T-shirt is 30.00 dollars .
755	Shoes is 59.90 dollars .
756	Sweater is 69.00 dollars .
757	Belt is 29.00 dollars .
758	Pants is 39.99 dollars .
759	Shirt is 30.00 dollars .
760	Do you want to buy these clothes ?
761	There are black , 9.0,59 dollars .
762	Pink sweater , s , 69 dollars .
763	It 's brown and it cost 29 dollars .
764	It 's 39.99 , L 7 .
765	The blue shirt .
766	I find:1 .
767	I do n't like it , but it cheap .
768	M , 30 dollars .
769	There are white , 9.0 , and it cost 79 dollars .
770	It 's white , too , m , 30 dollars .
771	Do you wear size M ?
772	I found clothes in the internet shop .
773	There are shoes , a belt , a shirt and a t-shirt. Those clothes cost 148 dollars .
774	I hope they 'll fit you .
775	Do you want I buy them for you ?
776	The online catalog has : white t-shirt - USD30.00 pink jumper - USD69.00 dark blue shirt - USD30.00 ligth brown jeans - USD39.99 black shoes - USD59.00 white sneakers - USD79.00 and brown belt - USD29.00
777	The online catalog has white sneakers and white t-shirt , black shoes , pink sweater , blue shirt , brown pants and beige belt .
778	The size of shirt and t-shirt is M , they cost 30 dollars .
779	The size of sneakers and shoes is 9.0 .
780	The sneakers cost 79.00USD and the shoes cost 59.00USD. The sweater size is S , it cost 69.00USD. The belt size is M .
781	it cost 29.00USD. The pants size is L , they cost 39.99USD. What do you buy ?
782	Our teacher likes things cheap so it 's easy buying your gift .
783	I prefer to buy chocolate because they are cheap and delicious .
784	what do you think ?
785	She likes books , flowers and chocolate .
786	They 're cheap , and your budget can buy those things .
787	I suggest you buy flowers .
788	It 's a nice gift and every woman loves to have them .
789	They 're expensive and she does n't like .
790	It 's our teacher 's birthday on Tuesday .
791	She likes books , flowers and chocolate , but she doens 't like phones , earings and dresses .
792	We can to buy with USD10 flowers or a book .
793	How about that ?
794	Our teacher likes books , flowers and chocolates .
795	I do n't know what kind of reading that he likes and what kind of flowers too , then i propose buying chocolates .
796	They are cheap and delicious !
797	What do you think ?
798	I will buy a beautiful bouquet of the flowers and a birthday 's card .
799	She will love , I bet .
800	See you later .
801	Hi Ed !
802	Well , we can n't do a lot with USD10 only .
803	What about some flowers ?
804	It usually works , my mom would like it I guess .
805	We can also buy some chocolates .
806	it is another good idea , do n't you think ?
807	Please , let me know what do you think about it .
808	Best wishes Júlio
809	The teacher likes books , flowers and chocolate , but books are very expensive .
810	The teacher does n't like phones , earrings and dresses then a box of chocolate is a good idea .
811	Then , the teacher does n't like phones , earrings or dresses .
812	I do n't have money to buy it , this things are too expensive !
813	So , I 'm thinking buy a chocolate for teacher .
814	It 's cheap and she likes !
815	Thanks for help !
816	I think wich our teacher likes books , flowers , chocolate .
817	But our teacher doesn t like phones , earrings and dresses .
818	See you on tuesday !
819	Our teacher 's likes the books , flowers and chocolate , but he do n't likes the phones , earrings and dresses .
820	He likes the things cheap and you can buy books , flowers or chocolates with their USD10 .
821	Thank for you email .
822	She likes eating chocolate .
823	She likes reading books , she likes phones by they are too expensive so we can n't by one .
824	I think by some flowers for her , and you ?
825	We can prepare some kind of surprise party .
826	As suggestion , I think you can buy a scarf .
827	It 's winter and very cold .
828	I saw a scarf on sale for just USD9 in a store in the corner , next to school .
829	I do n't forgot , only do n't know what give her ?
830	Near of the school have a chocolate 's shop .
831	There has a peruan chocolate with pure cocoa .
832	We together can buy a little box to teacher 's gift .
833	What you think ?
834	Our teacher does n't like phones and earrings but she likes books and flowers .
835	She also likes chocolates .
836	She does n't like dresses too .
837	You can buy chocolates .
838	Thank you for reminding me , I had completely forgotten her birthday !
839	She loves chocolate , we could buy some chocolates to her .
840	This is a great choice because is very cheap .
841	Also , I 'll buy to her a book that I heard she talking about .
842	Thanks for your email .
843	Our teacher likes eating chocolates then would be an option .
844	He likes reading books .
845	Would be another option .
846	Our teacher does n't like dresses .
847	What do you think ?
848	Let 's celebrate a party of birthday on school at four o' clock in the afternoon .
849	The teacher likes of books , flowers and chocolate .
850	She does n't like of phones , earings and dresses .
851	I can buy a book and flowers .
852	You can buy chocolate .
853	My english teacher likes : mobile phone , scarf , scientifcs books , pants and cd 's He does n't likes : earrings , flowers , dress , computer games , basic t-shirts. I can spend only UUSD 20 .
854	How are you ?
855	Next Saturday is our teacher 's birthday .
856	You can buy many things for him .
857	Our teacher likes .
858	books t-shirty sneakers hat pants tie Our teacher does n't like .
859	chocolate jaquete socks boots Pedro .
860	I think our teacher likes books , flowers and chocolate .
861	He does n't likes earrings , phone and dresses .
862	I can also apend USD10 .
863	What do you think of giving a flowers ?
864	I think she would like .
865	Write back soon !
866	Thanks for your email .
867	Our teacher likes eating chocolate so maybe you could buy her some .
868	She likes flower and reading books .
869	She does n't like phones , earings and dresses .
870	What do you think ?
871	how are you ?
872	Can you spend only USD10 to our teacher ?
873	She deserves a little more .
874	She loves flower , you can give to her with chocolate !
875	She told me that she likes Paulo Coelho writer , the last book is The Aleph .
876	It 's a great book and a great gift !
877	See you on Tuesday !
878	I think that with USD10 , you could buy flowers and chocolates , as your information to our teacher would like .
879	Because She likes chocolates , flowers and books .
880	Do not consider buying phones , earrings or dresses .
881	She does n't like and is very expensive .
882	See you later !
883	thanks for your email .
884	he likes reading books , but he dose n't like talking in the phones .
885	Our teacher likes eating chocolate so maybe you could buy him some .
886	Remember our teacher dose n't like earings and dress but he likes flowers .
887	I think is a good idea too .
888	Our Teacher likes eating chocolate , so maybe you could buy him some .
889	He likes books and flowers .
890	He do n't likes phones , earrings and dresses .
891	How are you ?
892	Yeah , I know he birthday , but i do not know he is like !
893	She likes reading books , flowers and eating chocolate .
894	She does n't like phones , earring and dresses .
895	I will give for her a picture of your best student for who her puts on the wall of living room and speak to everyone who I am the best student for the class her , what did you think of it ?
896	We can buy books , flowers and chocolates but we can buy phone , earrings and dress .
897	What do you think ?
898	Books and chocolate are cheap .
899	I think it a good idea .
900	Is this sounds great ?
901	So , I will buy for our teacher the following gifts : I will buy one book , flowers and one box of chocolate .
902	Please , do n't buy for her the following gifts : phone , earrings and dresses .
903	I see you soon .
904	Our teacher likes reading books .
905	Also she likes flowers and chocolate .
906	She does n't like phones , earrings and dresses .
907	You can buy intresting book for her .
908	Here 's my advice .
909	Teacher likes books , flowers and chocolate , but he does n't like phones , earrings and dresses .
910	You can spend 10USD , so buy him flowers and a good book .
911	I know , our teacher likes flowers and chocolate .
912	They are not too expensive .
913	so you can buy both of them for her birthday .
914	Maybe you would like to present a good book for our teacher .
915	She likes them too .
916	Hi our teacher 's birthday tomorrow .
917	He likes to watch and books .
918	He does not like flowers and dishes .
919	Let 's buy him skins and encyclopedia with pictures of animals .
920	Thanks for your email .
921	Our teacher likes flowers but they are too expensive so we can n't buy one .
922	She likes books so maybe you could buy her some .
923	What do you think ?
924	Write back soon !
925	Ed , how are you ?
926	So our teacher likes books , flowers and chocolate .
927	These thinds are cheap and we can buy book and some chocolate .
928	Our teacher does n't like phones , earrings and dresses .
929	It 's a good info for us , because these things too expensive Let 's buy a good book and a some chocolate !
930	Thank for your e-mail. Our teacher likes eating a chocolate , so may be you could buy it .
931	She likes reading books , but they are too expensive !
932	The earrings are cheap , but our teacher do n't like their .
933	She likes flowers and they are cheap and we can buy it .
934	What do you think ?
935	Thanks for you email .
936	Teacher likes chokolate .
937	She likes reading books but they are expensive .
938	She likes flowers .
939	What do you think ?
940	Our teacher likes books and flowers .
941	She does n't like phones , earrings and dresses .
942	Her favorite food is a chocolate .
943	It is a good present .
944	It’s not very expensive .
945	Our teacher likes flowers , chocolate .
946	She eats it at 5 chocolate in the evening .
947	She likes reading books .
948	Our teacher does n't like phones .
949	They are very expensive .
950	Our teacher doec n't like earrings , dresses .
951	She thinks they are ugly .
952	Our teacher likes flowers , chocolate .
953	She eats it at 5 chocolate in the evening .
954	She likes reading books .
955	Our teacher does n't like phones .
956	They are very expensive .
957	Our teacher doec n't like earrings , dresses .
958	She thinks they are ugly .
959	That 's a good idea to present something for our teacher .
960	I can spend USD15 .
961	So , we can buy a bunch of flowers and some chocolate sweets for her .
962	What do you think about ?
963	Thanks for your email .
964	Our teacher likes eating chocolate so maybe we could buy her some .
965	She likes reading books and it 's not expensive gift .
966	We could buy her a flower but it’s can be expensive .
967	What do you think ?
968	Our teacher likes books , flowers and chocolates .
969	She does n't like phones , earrings and dressing .
970	I think you can give her a box of chocolates or bouquet of flowers , or a volume of your favorite Shakespeare .
971	We have to buy flowers .
972	We could buy chocolate candy and a good book .
973	What books does she like ?
974	Let 's go to the book store .
975	I 'll wait for you outside in 15 minuts .
976	See you soon !
977	Thanks for your email .
978	Teacher likes eating chocolete .
979	She likes reading books .
980	She likes earrings but they are too expensive .
981	Her favorite clothes are dresses but they 're expensive .
982	What do you think ?
983	thank you for email Ed !
984	Our teacher likes eat chocolate .
985	She loves reading books but they are expensive .
986	Also , she likes flowers .
987	We can buy to it flowers and chocolate .
988	You can buy for teacher birthday flowers .
989	Its the best present .
990	But you can buy another things .
991	She likes books and chocolate .
992	Our teacher likes chocolate .
993	She likes reading books .
994	But she does n't like watching TV .
995	she like playing tennis ?
996	Then we can her a tennis racket .
997	Thanks for your email .
998	Our teacher likes flowers but they are too expensive so you can n't buy one .
999	She likes reading books so book is good idea .
1000	What do you think ?
1001	Thanks for your e-mail. Our teacher likes books so you could buy it .
1002	Also our teacher likes chocolate and flowers .
1003	These are cheap and beautiful .
1004	Our teacher does n't like phones , earrings and dresses .
1005	What do you think ?
1006	I can spend USD15 .
1007	In total we have USD25 .
1008	I know , what he likes reading books .
1009	Therefore we giving him a book .
1010	I know , what he likes eating chocolat .
1011	Therefore we giving him box of chocolates .
1012	And I know , what he likes flowers , therefore we need to buy a bouquet of flowers .
1013	Thanks for your letter .
1014	Our teacher like flowers , books and computer games .
1015	May be we can buy these things .
1016	What do you mean ?
1017	Thanks for you email .
1018	Our teacher do n't like expensive present , so phones , earrings and dresses are not nice presents .
1019	Our teacher likes eating chocolate , reading book and flower .
1020	So , maybe you could buy her some .
1021	eacher loves flowers .
1022	Let 's will present a large bouquet flowers and a beautiful card .
1023	Also a box of delicious Chem chocolates .
1024	You can buy flowers or chocolate for our teacher .
1025	Our teacher likes books , but doe n't like phones , earrings and dresses .
1026	I think - she does n't like earrings , because she do n't have good earrings .
1027	If we present beautiful earrings , i think - she will be happy !
1028	But if you do n't want to present exellent earrings , good book and flowers - it 's good .
1029	Our teacher likes books , flowers , chocolate .
1030	But teacher does n't like phones , earrings dresses .
1031	Could we will buy for him a few flowers , chocolate and books .
1032	Write back soon !
1033	It 's our teacher 's birthday on Tuesday .
1034	She is 45 .
1035	She likes books , flowees and chocolate .
1036	These good presents for our teacher .
1037	They are not expensive .
1038	Our teacher likes books , chocolate and flowers but she does n't like phones , earrings and dresses .
1039	I think chocolate and flowers is perfect for your possibility .
1040	What do you say ?
1041	From : Tereza To : Theo Hey It 's your birthday next Tuesday !
1042	What do you want to do for your birthday ?
1043	We are in Sorocaba so let 's go a restaurant ?
1044	I love eating in the Sta Victoria Restaurant because it 's very interesting .
1045	In the Sta Victoria Restaurant there is music , singer and we can dancing .
1046	Sta Victoria Restaurant 's food is delicious .
1047	We 'll have a nice night .
1048	Please tell me .
1049	Thank 's for your friendship !
1050	What can we do for my birthday ?
1051	I love dance at night , let 's go to a nightclub ?
1052	I do n't make sports on my birthday because I 'm too tired this days .
1053	Can we go the beach on weekend ?
1054	We can surfing and go swimming , what do you think ?
1055	We can also eating out and go to the movies .
1056	Tell me what do you think .
1057	Hi my friend .
1058	my name is Sperandio .
1059	I like playing soccer because it 's exciting .
1060	I love swim because is relaxing .
1061	I can play the guitar and play the computer games .
1062	I also like going surf because is dangerous and exciting .
1063	I like reading books because it 's relaxing too .
1064	I do n't like play the violin because it 's boring .
1065	My birthday will be next friday .
1066	I also love surfing .
1067	We can surf in the morming .
1068	After we can spend some hours in the beach with Patrick and Susan .
1069	After we can lunch together and in the afternoon go sailing to relaxing .
1070	Please do n't forget to bring your guitar .
1071	It 'll be a great day .
1072	So , about I want to do in my birthday , I would like to do surfing .
1073	I love surfing because it’s too exciting .
1074	I don’t like scuba dive because it’s too dangerous .
1075	I like very much , because it’s too relaxing .
1076	About music , I can n't play musical instruments but I would like to learn to play keyboard .
1077	Dillon see you soon
1078	Thank you for remembering my birthday .
1079	On Saturday nigth I would like to make a beautiful party , meet many firends and dance a lot .
1080	But before we can scuba diving in the morning and playing soccer in the afternoom .
1081	On Sunday we can go to tha beach and surfing , and then watch a good movie .
1082	Come and call all .
1083	Hello my friend .
1084	In my city the peoples likes to ride a bike and going running , but I do n't like this , because is too tiring and boring .
1085	I can n't surfing because is very dangerous for my .
1086	I hate scuba diving because I am afraid .
1087	I like football because is very fun and exciting .
1088	I love listen to music but I do n't Kwon play any instruments .
1089	In my birthday I want play soccer because it 's need a lot of friends .
1090	I do n't want go scuba diving because it 's too dangerous .
1091	We can play any musical instruments like : I play the guitar , Tom can singing and Paul can play the drums .
1092	I can n't surf because I can n't swim .
1093	I can n't too scuba diving because I can n't swim .
1094	Yes I like sailing because it 's interesting and relaxing .
1095	I like playing soccer and running .
1096	Yes I like football but I do n't like badminton .
1097	No I can n't play musical instruments .
1098	You and Patrick play musical instruments , what you think ?
1099	I think it 's very fun .
1100	it 'll be a great party .
1101	Thank you for your email .
1102	I do n't like surf because it 's too dangerous .
1103	I can n't scuba dive but I think it 's very interesting .
1104	I like sailing because it 's relaxing and fun .
1105	I like play basketball .
1106	I can play basketball .
1107	You play the guitar !
1108	Thank you for your e-mail. Well .
1109	in my birthday i can n't go surfing .
1110	i do n't like surfing , because it 's too dangerous , but i can go scuba diving , because it 's too interesting .
1111	I like also go sailing , because it 's fun !
1112	I do n't like playing football , because it 's tiring .
1113	I love playing the guitar !
1114	See you later .
1115	Thanks for email .
1116	I can n't surf bacause it 's dangerous .
1117	I can play the football because it 's exciting .
1118	I do n't like scuba diving bacause I can n't swim .
1119	I like sailing , too .
1120	I can play the drums .
1121	It 's very fun .
1122	I like go running because is relaxing .
1123	My dear friend On birthday .
1124	Can you cake for me .
1125	I love chocolate cake .
1126	15 th on june .
1127	i woud like playing volley .
1128	I too like .
1129	This activity we will can in the morning .
1130	On afternoon , will can play chess , i think too interesting and bright .
1131	I do n't like playing soccer .
1132	It 's tiring enough for me .
1133	I have few phisical resistance .
1134	Hey Friend !
1135	It 's my birthday , let 's have a best party !
1136	I like surfing , because it 's easy and fun .
1137	I like scuba diving but I think too dificult .
1138	I like go salling .
1139	I do n't like football and badminton it 's not interesting enough .
1140	We can play baseball it 's fun !
1141	I can play guitar , i think we can music it 's a good idea .
1142	See you there .
1143	Thanks for remenber my birthday .
1144	I have many hobbies and things .
1145	I accept your sugestions .
1146	I like going surfing , but I do n't like scuba diving because it 's too dangerous for me .
1147	I like playing soccer because it 's exciting .
1148	Do you like playing soccer ?
1149	we can play soccer in my birthday .
1150	I 'm making the birthday cake .
1151	It 's a great ideia we celebrate my birthday in San Diego .
1152	I love so much go surfing .
1153	I could go scuba diving , but a prefer still with both you on this day .
1154	We can also play football or badminton , they are very good too !
1155	Let 's make a lot of music , it 's so fun !
1156	Take your guitar and let 's make a big party !
1157	On my birthday I like of us .
1158	To just get my family to a nice chat .
1159	No ballad , only the presence of my family .
1160	My children are the people I most enjoy being with them so do the party with them .
1161	for a power gain may be pasta , a green salad and white meat .
1162	Healt and peace for all .
1163	Thank you to remember my birthday .
1164	Well , I like playing basketball because it 's very exciting .
1165	I 've never have scuba dive but I think it 's too dangerous .
1166	Maybe we can make music .
1167	I can play the guitar and my cousin can play the drums and he also can sing .
1168	Let 's make a great party .
1169	See you there !
1170	See you there .
1171	thank you for wroten for me .
1172	My birthday will be on the Saturday , December 15th .
1173	I am thinking invite thirty people : my family and my friends .
1174	I will buy beers , cocas , cake , candies an salty .
1175	I will organize some activities sports : playing soccer , playing chess and playing basketball .
1176	I like playing soccer and playing chess , but I don n't like playing basketball .
1177	I will make a surprise for everybody .
1178	Will there is a match between women and men and the winner will get a present .
1179	We are in San Diego but I do n't like the surf and scuba dive because it 's dangerous .
1180	I do n't swim .
1181	In San Diego I 'd rather watch the people surfing .
1182	On my birthday I want to dine out with my friends and eat strauberry cake for dessert .
1183	Then we will dance for what is more interesting and fun .
1184	It will be a perfect birthday !
1185	Thank you for your attention .
1186	Thank you for help me with my birthday party .
1187	I do n't like surfing and going scuba diving because I can n't swim .
1188	I think it 's better go sailing because it 's really relaxing .
1189	I like seeing the sea .
1190	After this , we can make music .
1191	I love music it 's so fun and exciting !
1192	See you son , Renata .
1193	I like do play games like act-of-fun , I think it 's too fun .
1194	Thank for you message .
1195	I see you there .
1196	I can n't surf .
1197	I think it 's too difficult .
1198	I like scuba diving because it 's too exciting and I can do it .
1199	I love salling because it 's too relaxing , like you said .
1200	How about sports , I like Karate , but I believe it 's not appropriate to birthday party , Is it ?
1201	How about the musical instruments .
1202	I can n't play any , but I love the sound of the keyboard .
1203	In my birthday I can to do many things .
1204	I like surfing and scuba diving because It 's so fun .
1205	I do n't like sailing because It 's so boring .
1206	I love music .
1207	I love dancing with my friends .
1208	At night in the birthday party , Pedro can play drums and João can play guitar .
1209	It 'll be a great party .
1210	Thank you friend .
1211	So , I think we can going a scuba diving in my birthday , that 's a good ideia , I never do this before .
1212	I can n't playing soccer or playing basketball because I think it 's too tiring and badminton it 's not exciting enough for me .
1213	Please , give me a one favor .
1214	send an emails for inviting another friends , because after late , we can go to my beach 's house prepare a barbecue , drink some beers , lisening music and I can playing my guitar , that 's will be an unforgiven party .
1215	See you soon .
1216	In the afternoon we can listening music .
1217	Do you know play any instrument ?
1218	I like playing the drums because it 's easy , but do n't like playing the guitar because it 's difficult .
1219	Please tell me what do you like doing ?
1220	Your birthday will be next weekend .
1221	What do we to do ?
1222	Do you like sports ?
1223	I like extreme sports because it 's exciting and dangerous .
1224	On Saturday in the morning we can go rafting because it 's emotional .
1225	In the afternoon we can go skydiving and see sunset because it 's beautifull .
1226	At night we can relaxing , play chess and drink beer , but I do n't like play badminton .
1227	On Sunday in the morning we can go scuba diving because it 's interesting and fun .
1228	I can n't go surfing because i do n't swim and also it 's very dangerous .
1229	Scuba dive is very fun and relaxing .
1230	I do n't like sainling , because int 's dangerous .
1231	I love playing football , because it 's exciting , but i do n't like playing badminton because it 's too boring .
1232	I can play the piano only .
1233	Others i do n't have interest .
1234	it 'll be a great party .
1235	Dilon , What do you doing ?
1236	For my birthday , I can n't going surfing because it 's dangerous .
1237	I like doing scuba diving because it 's exciting and I like to see the deep sea .
1238	I like rock and roll and I can playing the guitar for everybody .
1239	Can we play deep purple together ?
1240	On Sunday I will celebrate my birthday in São Paulo .
1241	I 'd like of you come to my house , because I 'll make a party .
1242	We can make music , but I can n't play the guitar and I can n't play the drums .
1243	I only can singing but I 'm not soo good .
1244	I invited my sister because she can play the guitar for us .
1245	see you on Sunday .
1246	Dillon , how are you ?
1247	I do n't like surfing because I can n't swim .
1248	I do n't like playing scube dive because it 's too dangerous .
1249	I do n't like sailing because I do n't like play aquatic play it 's too difficult .
1250	I like playing soccer because it 's too exciting but I do n't like playing badminton because it 's too boring .
1251	I like going running and ride a bike because it 's too easy .
1252	I receive your email .
1253	So , I do n't like going outside in Sunday s night .
1254	I like going dance , but we can go dance on Saturday .
1255	I like doing picnic on Sunday , let 's go ?
1256	I do n't like surfing because it 's too dangerous for me , but we can go to the beach and swin .
1257	I hate staying at home and seeing a movie in my birthday , because it 's not exciting enough .
1258	Please call me .
1259	See you later .
1260	Your birthday soon .
1261	What do you want to do for your birthday ?
1262	I love cooking because it 's delicious .
1263	And I like playing football , so we can play for your birthday .
1264	It 'll be excellent party !
1265	What about surfing ?
1266	I can n't surf because it 's too dangerouse for me , but I like swim very much .
1267	I can n't go scuba diving , but I want to learn because it 's fun and interesting .
1268	I like playing badminton too .
1269	Sorry , but I can n't play the guitar , I can sing - maybe I 'll sing and you will play ?
1270	let 's bring many games and many disks of different music .
1271	I will dancind while night .
1272	Girls will cook delicious wish and boys bring the alcohol
1273	Hello my friend !
1274	Thanks for the concern about my birthday !
1275	I like surfing because it 's exciting .
1276	Also I like scuba diving .
1277	It 's very interesting !
1278	It 's very unusual do it on my birthday !
1279	I do n't like sailing and badminton .
1280	I love plaiyng football , but I do n't want do it on my birthday !
1281	I hate play any music instruments .
1282	When we all meet , we 'll go surfing .
1283	The weather will be great .
1284	About scuba dive it 's very interesting but dangerous .
1285	I like badnimton because it 's fun .
1286	Of course you must take a guitar .
1287	Wi will create rock group and my friends and I will sing .
1288	The we all will dance .
1289	I hope that my birthday will be fun .
1290	Can you or anybody else play the keyboard ?
1291	Ok , i believe .
1292	it will be great party .
1293	i wait you , do you remember adress ?
1294	I 'm pretty to hear you .
1295	Thanks for your interests to my birthday .
1296	I really enjoy doing some sports , such as soccer , basketball , skiing and chesses .
1297	But I do n't like sailing , because it 's not exciting enough .
1298	So , I like good music .
1299	I can play the violin and flute , so we can create a music band on the party .
1300	But I can n't play the keyboard .
1301	I like dan ?
1302	ing. It 'll be a great party .
1303	Thank you for letter !
1304	Yes , my birthday is soon !
1305	What I want to do on my birthday ?
1306	I like surfing because it 's fun .
1307	its good idea .
1308	I do n't like scuba diving because it 's very dangerously .
1309	We can go sailing because it 's very interesting and fun .
1310	I like playing badminton and table-tennis. We can play either in my birthday .
1311	I do n't like play on musical instruments because it 's boring .
1312	It will be a great party !
1313	Let 's celebrate your birthday fun !
1314	What do you want to do ?
1315	Do you like riding the bike ?
1316	I know the beautiful places !
1317	Also we can play baseball , basketball or soccer near our home .
1318	Or maybe do you like more relaxing sport ?
1319	We have nice yoga-centre. Or we can play chess .
1320	We are waiting for you !
1321	It 's going to be great !
1322	See you there .
1323	What do I want to do for my birthday ?
1324	I do n't like going surfing or playing football , because it 's too dangerous for me .
1325	We can go scuba diving .
1326	I like scuba diving , because it 's exciting , but I agree with you , it 's sometimes also very dangerous .
1327	I like sailing , because it 's interesting and fun .
1328	I think it 's a very good idea !
1329	I can play the guitar .
1330	We can make music for my birthday .
1331	We can make musik .
1332	It 's fun Yes , it ' ii be a very cool paty !
1333	I hope you can come !
1334	Yes , it 's my birthday soon I like surfing and scuba diving , because it 's fun and exciting .
1335	It 's very good idea .
1336	Yes , I like sailing !
1337	It 's very interesting and relaxing .
1338	I want go sailing in my birthday !
1339	I like play badminton .
1340	I do n't like play football , because it 's difficult I can play guitar .
1341	I 'd like go sailling .
1342	I do n't like football and basminton .
1343	It 's boring enough .
1344	I can n't play the musical instruments .
1345	I think I 'd like to learn surfing .
1346	All the best Anna
1347	I 'm glad to hear about you .
1348	I 'm agree about surfing .
1349	it is too exciting and fun .
1350	But I can n't do it .
1351	I 'd like to learn .
1352	I can n't scuba dive because it 's too dangerous .
1353	I was very glad to receive your latter and offer for my birthday .
1354	I 'll be glad to spend it with you .
1355	But I do n't like surf because I can n't do it .
1356	I would prefer scuba diving as it 's exciting and I like it .
1357	I like play football and badminton and we could play together on my birthday .
1358	I can play guitar too and we could play with Patrick as a small archestra .
1359	I think that it 'll be a great pary .
1360	I like going scuba diving because it 's very interesting .
1361	I can n't surf but I want to learn them .
1362	I like playing football but I do n't want to do it in my birthday .
1363	We can play badminton because it 's exciting and not tired enough .
1364	I like playing the guitar and we can have dancing and singing .
1365	It 'll be a great party .
1366	See you soon .
1367	How are you currently doing ?
1368	Remember how we 're doing martial arts in the Far East ?
1369	What are you doing now , what an achievement ?
1370	I 'm working on Sambo and downhill skiing , snowboarding .
1371	In the summer I ride a bike and go down the river by canoe and raft .
1372	The following summer , going to go to the Altai mountain journey on horseback .
1373	Playing badminton birthday I do not really want to , but I would play with pleasure in football !
1374	It 's good idea !
1375	We will celebrate my birthday in your San Diego ?
1376	-RRB- I like scuba daving !
1377	It 's very interesting and exiting !
1378	Saling - it 's good , too !
1379	I like almost all sports !
1380	Yes , I like scuba diving , because it 's too interesting .
1381	We can go scuba diving or surfing in San Diego .
1382	And I want go sailing .
1383	I love sailing , because it 's relaxing and fun .
1384	I hate playing football or badminton , it 's too boring .
1385	I can play the keyboard , but I do n't make music .
1386	I want dancing at night .
1387	As for a music , I can play the piano , the guitar and the violin and I love music very much !
1388	Let 's have dancing party in the evening after we go sailing in the afternoon .
1389	See you on my birthday !
1390	How are you ?
1391	Thank you for your attention !
1392	Sailing is a good idea !
1393	I like sailing and I can sail very well !
1394	Our friends can n't sail , but they want to learn Surfing and scuba diving are very dangerous and tiring .
1395	I do n't like them .
1396	I do n't like football or badminton too , because they 're not exciting enough for me .
1397	I do n't like surfing and sailing , because it 's difficult for me and too dangerous .
1398	We can n't play football , because I 'm inviting a few people .
1399	I like doing yoga , but I think it 's too boring for my friends .
1400	We can play badminton on my birthday .
1401	I can play the piano and bassguitar .
1402	And we can make music : I 'm playing the bassguitar , you and Patrick are playing the guitar and the drums .
1403	It 'll be a great party !
1404	My birthday is soon .
1405	What do i want to do for my birthday ?
1406	I can n't surf and scuba diving but i like swimming and sunbathing .
1407	I like sailing because it 's exsiting .
1408	I also like doing yoga because it 's relaxing .
1409	I lake plaing badminton because it 's fun .
1410	I can n't play any musical instruments I also can n't make music I love listening to music Bye
1411	I like football .
1412	I play football with friends every Tuesday .
1413	But my birthday will be on Friday .
1414	It 's a very good idea to play any musical instruments on my birthday .
1415	I can play the guitar and like singing .
1416	I prefer rock music .
1417	I inviting Patrick on my birthday and we can play .
1418	I will glad to see you .
1419	Thank you very much for your idea to spend my birthday .
1420	Yes , I can surfing .
1421	I love to do this because it 's so exciting .
1422	I can scuba-diving too .
1423	But I do n't have aqualung .
1424	I agree- it 's very interesting .
1425	I do n't like sailing , because it 's not fun enough for me .
1426	I whant to learn because it 's fun .
1427	I like playing badminton and we can play either for my birthday .
1428	But I do n't like playing football because it 's too difficult for me .
1429	I can n't make music .
1430	I do n't like listening the drums .
1431	I like listening dance and pop music .
1432	Thanks for your letter !
1433	I am a fun .
1434	Sorry , but I do n't like going surfing because it 's too dangerous .
1435	I love scuba diving because it 's so exciting and interesting for me .
1436	And I can swim very well !
1437	Many people go sailing .
1438	But I never tried it .
1439	It is very funny .
1440	It well be a great party !
1441	Thank you for caring my birthday-party !
1442	I think your idea let 's go surfing very well .
1443	I like surfing to , because it 's very exciting ang very fun .
1444	We can also go scuba diving , becouse it 's very interesting and fun .
1445	But I do n't want play the football and badminton , because it 's is too tiring for me .
1446	Your idea about music very nice !
1447	I can play the guitar and Patrick can play the drums .
1448	I can’t play any musical instruments but I can sing .
1449	Thank you for your suggestions .
1450	I don’t like surfing or scuba diving because I can’t swim .
1451	They are very interesting and exciting but too dangerous .
1452	I like sailing very much because it’s fun , but I don’t like football and badminton .
1453	Football is too tiring and badminton isn’t exciting enough .
1454	I prefer volleyball because it’s exciting and fun .
1455	Making music it’s a good idea .
1456	You can listen music or play the piano .
